ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-12-31,2.772961890969947,1.9989301302911737,3.165761605462278,2.772961890969947,2.772961890969947,-0.17633078124505436,-0.17633078124505436,-0.17633078124505436,-0.17633078124505436,-0.17633078124505436,-0.17633078124505436,0.0,0.0,0.0,2.5966311097248926
2019-01-07,2.7738775334527923,2.0543030183634796,3.189752992765261,2.7738775334527923,2.7738775334527923,-0.16378298302758829,-0.16378298302758829,-0.16378298302758829,-0.16378298302758829,-0.16378298302758829,-0.16378298302758829,0.0,0.0,0.0,2.610094550425204
2019-01-14,2.774793175935637,2.0333406741087887,3.207381484030542,2.774793175935637,2.774793175935637,-0.15311484436161946,-0.15311484436161946,-0.15311484436161946,-0.15311484436161946,-0.15311484436161946,-0.15311484436161946,0.0,0.0,0.0,2.6216783315740178
2019-01-21,2.7757088184184817,2.059682983488446,3.2143254935947407,2.7757088184184817,2.7757088184184817,-0.1488219962858933,-0.1488219962858933,-0.1488219962858933,-0.1488219962858933,-0.1488219962858933,-0.1488219962858933,0.0,0.0,0.0,2.6268868221325885
2019-01-28,2.7766244609013264,2.0598792151126424,3.187975990840062,2.7766244609013264,2.7766244609013264,-0.14890735999231874,-0.14890735999231874,-0.14890735999231874,-0.14890735999231874,-0.14890735999231874,-0.14890735999231874,0.0,0.0,0.0,2.627717100909008
2019-02-04,2.777540103384171,2.0363657759388967,3.245806094561844,2.777540103384171,2.777540103384171,-0.14633222822999115,-0.14633222822999115,-0.14633222822999115,-0.14633222822999115,-0.14633222822999115,-0.14633222822999115,0.0,0.0,0.0,2.63120787515418
2019-02-11,2.7784557458670154,2.062226943399399,3.247415993985299,2.7784557458670154,2.7784557458670154,-0.1342136054242653,-0.1342136054242653,-0.1342136054242653,-0.1342136054242653,-0.1342136054242653,-0.1342136054242653,0.0,0.0,0.0,2.64424214044275
2019-02-18,2.77937138834986,2.076713678732029,3.269539945525559,2.77937138834986,2.77937138834986,-0.11081040364244267,-0.11081040364244267,-0.11081040364244267,-0.11081040364244267,-0.11081040364244267,-0.11081040364244267,0.0,0.0,0.0,2.668560984707417
2019-02-25,2.7802870308327052,2.119940769219026,3.2615425244409635,2.7802870308327052,2.7802870308327052,-0.08054643855718684,-0.08054643855718684,-0.08054643855718684,-0.08054643855718684,-0.08054643855718684,-0.08054643855718684,0.0,0.0,0.0,2.699740592275518
2019-03-04,2.78120267331555,2.164196984678585,3.2843601139644076,2.78120267331555,2.78120267331555,-0.050439955378250516,-0.050439955378250516,-0.050439955378250516,-0.050439955378250516,-0.050439955378250516,-0.050439955378250516,0.0,0.0,0.0,2.7307627179372993
