ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-05-17,3.2333607043709134,2.771342888410129,3.8591356418729426,3.2333607043709134,3.2333607043709134,0.11210517775985929,0.11210517775985929,0.11210517775985929,0.11210517775985929,0.11210517775985929,0.11210517775985929,0.0,0.0,0.0,3.345465882130773
2010-05-24,3.2389658197516966,2.8396842042494486,3.8824632387762272,3.2389658197516966,3.2389658197516966,0.11876398886248397,0.11876398886248397,0.11876398886248397,0.11876398886248397,0.11876398886248397,0.11876398886248397,0.0,0.0,0.0,3.3577298086141805
2010-05-31,3.244570935132479,2.805569970896926,3.919484043749461,3.244570935132479,3.244570935132479,0.11996987227391137,0.11996987227391137,0.11996987227391137,0.11996987227391137,0.11996987227391137,0.11996987227391137,0.0,0.0,0.0,3.3645408074063905
2010-06-07,3.2501760505132617,2.832131427379457,3.961147248081546,3.2501760505132617,3.2501760505132617,0.11624312226665376,0.11624312226665376,0.11624312226665376,0.11624312226665376,0.11624312226665376,0.11624312226665376,0.0,0.0,0.0,3.3664191727799153
2010-06-14,3.255781165894045,2.820411176457158,3.917331474884464,3.255781165894045,3.255781165894045,0.11012481469360759,0.11012481469360759,0.11012481469360759,0.11012481469360759,0.11012481469360759,0.11012481469360759,0.0,0.0,0.0,3.3659059805876526
2010-06-21,3.2613862812748273,2.8115114526140617,3.9374762249869257,3.2613862812748273,3.2613862812748273,0.10422025134740072,0.10422025134740072,0.10422025134740072,0.10422025134740072,0.10422025134740072,0.10422025134740072,0.0,0.0,0.0,3.365606532622228
2010-06-28,3.2669913966556106,2.79760925547554,3.900991820710323,3.2669913966556106,3.2669913966556106,0.09999381080830548,0.09999381080830548,0.09999381080830548,0.09999381080830548,0.09999381080830548,0.09999381080830548,0.0,0.0,0.0,3.366985207463916
2010-07-05,3.272596512036393,2.8405802611905147,3.9896159720207787,3.272596512036393,3.272596512036393,0.09817285544609097,0.09817285544609097,0.09817285544609097,0.09817285544609097,0.09817285544609097,0.09817285544609097,0.0,0.0,0.0,3.3707693674824837
2010-07-12,3.2782016274171752,2.835505010896845,3.938524085089789,3.2782016274171752,3.2782016274171752,0.09907184878002642,0.09907184878002642,0.09907184878002642,0.09907184878002642,0.09907184878002642,0.09907184878002642,0.0,0.0,0.0,3.377273476197202
2010-07-19,3.283806742797958,2.8722730642209995,3.9265640458874147,3.283806742797958,3.283806742797958,0.10152296138928314,0.10152296138928314,0.10152296138928314,0.10152296138928314,0.10152296138928314,0.10152296138928314,0.0,0.0,0.0,3.385329704187241
