ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-06-04,2.9382596533366736,2.5696953944279928,3.8363203340174725,2.9382596533366736,2.9382596533366736,0.2510950407849717,0.2510950407849717,0.2510950407849717,0.2510950407849717,0.2510950407849717,0.2510950407849717,0.0,0.0,0.0,3.1893546941216453
2018-06-11,2.939803399064596,2.466532294510352,3.8532739531082756,2.939803399064596,2.939803399064596,0.2234018982193269,0.2234018982193269,0.2234018982193269,0.2234018982193269,0.2234018982193269,0.2234018982193269,0.0,0.0,0.0,3.163205297283923
2018-06-18,2.941347144792519,2.4553528021441715,3.8098191801709675,2.941347144792519,2.941347144792519,0.17911219204895862,0.17911219204895862,0.17911219204895862,0.17911219204895862,0.17911219204895862,0.17911219204895862,0.0,0.0,0.0,3.1204593368414772
2018-06-25,2.942890890520441,2.4273901901327792,3.6940353753073696,2.942890890520441,2.942890890520441,0.1477978982876757,0.1477978982876757,0.1477978982876757,0.1477978982876757,0.1477978982876757,0.1477978982876757,0.0,0.0,0.0,3.0906887888081167
2018-07-02,2.9444346362483635,2.4412216530501016,3.7313217460250323,2.9444346362483635,2.9444346362483635,0.14397342840909064,0.14397342840909064,0.14397342840909064,0.14397342840909064,0.14397342840909064,0.14397342840909064,0.0,0.0,0.0,3.0884080646574543
2018-07-09,2.9459783819762864,2.458601855865125,3.7031196550811085,2.9459783819762864,2.9459783819762864,0.15569750589426654,0.15569750589426654,0.15569750589426654,0.15569750589426654,0.15569750589426654,0.15569750589426654,0.0,0.0,0.0,3.101675887870553
2018-07-16,2.947522127704209,2.437297001862111,3.7406765439130147,2.947522127704209,2.947522127704209,0.15930845899462473,0.15930845899462473,0.15930845899462473,0.15930845899462473,0.15930845899462473,0.15930845899462473,0.0,0.0,0.0,3.106830586698834
2018-07-23,2.949065873432131,2.4229822817371276,3.8063994788748268,2.949065873432131,2.949065873432131,0.14423250750131175,0.14423250750131175,0.14423250750131175,0.14423250750131175,0.14423250750131175,0.14423250750131175,0.0,0.0,0.0,3.093298380933443
2018-07-30,2.950609619160054,2.4147485390602386,3.750849543367605,2.950609619160054,2.950609619160054,0.12213856804198313,0.12213856804198313,0.12213856804198313,0.12213856804198313,0.12213856804198313,0.12213856804198313,0.0,0.0,0.0,3.0727481872020372
2018-08-06,2.952153364887977,2.4241226334174772,3.7571322977434267,2.952153364887977,2.952153364887977,0.11254699111739253,0.11254699111739253,0.11254699111739253,0.11254699111739253,0.11254699111739253,0.11254699111739253,0.0,0.0,0.0,3.06470035600537
2018-08-13,2.953697110615899,2.448190805908662,3.7522725339197667,2.953697110615899,2.953697110615899,0.12187454086560488,0.12187454086560488,0.12187454086560488,0.12187454086560488,0.12187454086560488,0.12187454086560488,0.0,0.0,0.0,3.075571651481504
2018-08-20,2.955240856343822,2.409699982954291,3.776209127069463,2.955240856343822,2.955240856343822,0.13788659812200732,0.13788659812200732,0.13788659812200732,0.13788659812200732,0.13788659812200732,0.13788659812200732,0.0,0.0,0.0,3.0931274544658294
2018-08-27,2.9567846020717448,2.4022003416789692,3.735334246472567,2.9567846020717448,2.9567846020717448,0.14313515583320888,0.14313515583320888,0.14313515583320888,0.14313515583320888,0.14313515583320888,0.14313515583320888,0.0,0.0,0.0,3.0999197579049538
2018-09-03,2.9583283477996667,2.4828304674738844,3.7026502849863085,2.9583283477996667,2.9583283477996667,0.1311334752893683,0.1311334752893683,0.1311334752893683,0.1311334752893683,0.1311334752893683,0.1311334752893683,0.0,0.0,0.0,3.089461823089035
2018-09-10,2.9598720935275895,2.3856399743205112,3.754205915742981,2.9598720935275895,2.9598720935275895,0.10885251502685761,0.10885251502685761,0.10885251502685761,0.10885251502685761,0.10885251502685761,0.10885251502685761,0.0,0.0,0.0,3.0687246085544473
2018-09-17,2.961415839255512,2.3645941087553726,3.726154087188741,2.961415839255512,2.961415839255512,0.08599301800005951,0.08599301800005951,0.08599301800005951,0.08599301800005951,0.08599301800005951,0.08599301800005951,0.0,0.0,0.0,3.0474088572555713
