ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-09-04,2.160813620695821,1.6261777277103457,2.9198115696666824,2.160813620695821,2.160813620695821,0.10343564904712953,0.10343564904712953,0.10343564904712953,0.10343564904712953,0.10343564904712953,0.10343564904712953,0.0,0.0,0.0,2.2642492697429506
2017-09-11,2.161086202606146,1.5942625959895638,2.891017231813325,2.161086202606146,2.161086202606146,0.09617513860430296,0.09617513860430296,0.09617513860430296,0.09617513860430296,0.09617513860430296,0.09617513860430296,0.0,0.0,0.0,2.257261341210449
2017-09-18,2.1613587845164717,1.557162999321464,2.8831158949543387,2.1613587845164717,2.1613587845164717,0.07855358455982028,0.07855358455982028,0.07855358455982028,0.07855358455982028,0.07855358455982028,0.07855358455982028,0.0,0.0,0.0,2.239912369076292
2017-09-25,2.1616313664267968,1.5685317197766688,2.8789168918231254,2.1616313664267968,2.1616313664267968,0.054384771137902084,0.054384771137902084,0.054384771137902084,0.054384771137902084,0.054384771137902084,0.054384771137902084,0.0,0.0,0.0,2.216016137564699
2017-10-02,2.161903948337122,1.5663846920296023,2.79274775122266,2.161903948337122,2.161903948337122,0.029665543567882178,0.029665543567882178,0.029665543567882178,0.029665543567882178,0.029665543567882178,0.029665543567882178,0.0,0.0,0.0,2.191569491905004
2017-10-09,2.162176530247447,1.530443214775135,2.843187592700256,2.162176530247447,2.162176530247447,0.006254881526115493,0.006254881526115493,0.006254881526115493,0.006254881526115493,0.006254881526115493,0.006254881526115493,0.0,0.0,0.0,2.1684314117735624
2017-10-16,2.1624491121577725,1.5508206111229041,2.818420997734264,2.1624491121577725,2.1624491121577725,-0.019018310614005704,-0.019018310614005704,-0.019018310614005704,-0.019018310614005704,-0.019018310614005704,-0.019018310614005704,0.0,0.0,0.0,2.143430801543767
2017-10-23,2.162721694068097,1.4619221798274042,2.7560949965433417,2.162721694068097,2.162721694068097,-0.0494898823527308,-0.0494898823527308,-0.0494898823527308,-0.0494898823527308,-0.0494898823527308,-0.0494898823527308,0.0,0.0,0.0,2.1132318117153663
2017-10-30,2.1629942759784226,1.4327844138273185,2.6998315732889,2.1629942759784226,2.1629942759784226,-0.08386134293134828,-0.08386134293134828,-0.08386134293134828,-0.08386134293134828,-0.08386134293134828,-0.08386134293134828,0.0,0.0,0.0,2.0791329330470742
2017-11-06,2.1632668578887477,1.4091905733039571,2.697498029297843,2.1632668578887477,2.1632668578887477,-0.11673266079438398,-0.11673266079438398,-0.11673266079438398,-0.11673266079438398,-0.11673266079438398,-0.11673266079438398,0.0,0.0,0.0,2.046534197094364
2017-11-13,2.163539439799073,1.3537261050457527,2.6226528519737125,2.163539439799073,2.163539439799073,-0.14361975861301984,-0.14361975861301984,-0.14361975861301984,-0.14361975861301984,-0.14361975861301984,-0.14361975861301984,0.0,0.0,0.0,2.019919681186053
2017-11-20,2.1638120217093983,1.3483143202369425,2.589301308467473,2.1638120217093983,2.1638120217093983,-0.16488213885991132,-0.16488213885991132,-0.16488213885991132,-0.16488213885991132,-0.16488213885991132,-0.16488213885991132,0.0,0.0,0.0,1.998929882849487
2017-11-27,2.1640846036197234,1.3144390198759037,2.6193277136385,2.1640846036197234,2.1640846036197234,-0.18445809673366728,-0.18445809673366728,-0.18445809673366728,-0.18445809673366728,-0.18445809673366728,-0.18445809673366728,0.0,0.0,0.0,1.9796265068860561
2017-12-04,2.1643571855300485,1.31682059086923,2.6196243716015637,2.1643571855300485,2.1643571855300485,-0.20487319611084354,-0.20487319611084354,-0.20487319611084354,-0.20487319611084354,-0.20487319611084354,-0.20487319611084354,0.0,0.0,0.0,1.9594839894192049
2017-12-11,2.1646297674403736,1.2822877865150804,2.5640719711304767,2.1646297674403736,2.1646297674403736,-0.22364977605670597,-0.22364977605670597,-0.22364977605670597,-0.22364977605670597,-0.22364977605670597,-0.22364977605670597,0.0,0.0,0.0,1.9409799913836676
2017-12-18,2.164902349350699,1.3209370938878777,2.581879245693304,2.164902349350699,2.164902349350699,-0.23465848860943042,-0.23465848860943042,-0.23465848860943042,-0.23465848860943042,-0.23465848860943042,-0.23465848860943042,0.0,0.0,0.0,1.9302438607412686
2017-12-25,2.165174931261024,1.2515536018010993,2.5916152233408867,2.165174931261024,2.165174931261024,-0.23323794189214148,-0.23323794189214148,-0.23323794189214148,-0.23323794189214148,-0.23323794189214148,-0.23323794189214148,0.0,0.0,0.0,1.9319369893688823
2018-01-01,2.1654475131713493,1.2872927686663698,2.627232884267628,2.1654475131713493,2.1654475131713493,-0.2206461177090345,-0.2206461177090345,-0.2206461177090345,-0.2206461177090345,-0.2206461177090345,-0.2206461177090345,0.0,0.0,0.0,1.944801395462315
2018-01-08,2.1657200950816744,1.3067714951086573,2.620273677399535,2.1657200950816744,2.1657200950816744,-0.20408113315958581,-0.20408113315958581,-0.20408113315958581,-0.20408113315958581,-0.20408113315958581,-0.20408113315958581,0.0,0.0,0.0,1.9616389619220886
2018-01-15,2.1659926769919995,1.2809615722220076,2.5976804752641143,2.1659926769919995,2.1659926769919995,-0.19202887847768207,-0.19202887847768207,-0.19202887847768207,-0.19202887847768207,-0.19202887847768207,-0.19202887847768207,0.0,0.0,0.0,1.9739637985143175
2018-01-22,2.1662652589023246,1.3542869120601964,2.6160868860713244,2.1662652589023246,2.1662652589023246,-0.18821002846835197,-0.18821002846835197,-0.18821002846835197,-0.18821002846835197,-0.18821002846835197,-0.18821002846835197,0.0,0.0,0.0,1.9780552304339727
2018-01-29,2.16653784081265,1.3452147490901019,2.674927905014798,2.16653784081265,2.16653784081265,-0.18857394215415565,-0.18857394215415565,-0.18857394215415565,-0.18857394215415565,-0.18857394215415565,-0.18857394215415565,0.0,0.0,0.0,1.9779638986584944
2018-02-05,2.166810422722975,1.3494079471608393,2.6473937990171317,2.166810422722975,2.166810422722975,-0.18384223268517633,-0.18384223268517633,-0.18384223268517633,-0.18384223268517633,-0.18384223268517633,-0.18384223268517633,0.0,0.0,0.0,1.982968190037799
2018-02-12,2.1670830046333003,1.3495058635208095,2.6690330459278027,2.1670830046333003,2.1670830046333003,-0.16609256094639407,-0.16609256094639407,-0.16609256094639407,-0.16609256094639407,-0.16609256094639407,-0.16609256094639407,0.0,0.0,0.0,2.000990443686906
2018-02-19,2.167355586543626,1.3619117267564238,2.6895410956675763,2.167355586543626,2.167355586543626,-0.13452427659734895,-0.13452427659734895,-0.13452427659734895,-0.13452427659734895,-0.13452427659734895,-0.13452427659734895,0.0,0.0,0.0,2.032831309946277
2018-02-26,2.1676281684539505,1.4376934456177894,2.7510675345933144,2.1676281684539505,2.1676281684539505,-0.09580694277334298,-0.09580694277334298,-0.09580694277334298,-0.09580694277334298,-0.09580694277334298,-0.09580694277334298,0.0,0.0,0.0,2.0718212256806074
2018-03-05,2.167900750364276,1.4406208652247205,2.745780726785698,2.167900750364276,2.167900750364276,-0.058726163412570365,-0.058726163412570365,-0.058726163412570365,-0.058726163412570365,-0.058726163412570365,-0.058726163412570365,0.0,0.0,0.0,2.109174586951706
2018-03-12,2.168173332274601,1.5213659803589803,2.7851095922591558,2.168173332274601,2.168173332274601,-0.02779738782279238,-0.02779738782279238,-0.02779738782279238,-0.02779738782279238,-0.02779738782279238,-0.02779738782279238,0.0,0.0,0.0,2.140375944451809
2018-03-19,2.168445914184926,1.5217115634076568,2.7420577796947048,2.168445914184926,2.168445914184926,-0.0013957714198084162,-0.0013957714198084162,-0.0013957714198084162,-0.0013957714198084162,-0.0013957714198084162,-0.0013957714198084162,0.0,0.0,0.0,2.1670501427651176
2018-03-26,2.1687184960952517,1.5824740960939898,2.868772040134773,2.1687184960952517,2.1687184960952517,0.02445072453923689,0.02445072453923689,0.02445072453923689,0.02445072453923689,0.02445072453923689,0.02445072453923689,0.0,0.0,0.0,2.1931692206344886
2018-04-02,2.168991078005577,1.5819321565573101,2.8730237980927362,2.168991078005577,2.168991078005577,0.05093627039860612,0.05093627039860612,0.05093627039860612,0.05093627039860612,0.05093627039860612,0.05093627039860612,0.0,0.0,0.0,2.219927348404183
2018-04-09,2.169263659915902,1.6181117687278643,2.8973272294943393,2.169263659915902,2.169263659915902,0.07529508036197435,0.07529508036197435,0.07529508036197435,0.07529508036197435,0.07529508036197435,0.07529508036197435,0.0,0.0,0.0,2.2445587402778764
2018-04-16,2.169536241826227,1.5952715465818492,2.9139747000366207,2.169536241826227,2.169536241826227,0.09430062478429395,0.09430062478429395,0.09430062478429395,0.09430062478429395,0.09430062478429395,0.09430062478429395,0.0,0.0,0.0,2.263836866610521
2018-04-23,2.1698088237365525,1.648955610474467,2.934199712733706,2.1698088237365525,2.1698088237365525,0.10814802161188274,0.10814802161188274,0.10814802161188274,0.10814802161188274,0.10814802161188274,0.10814802161188274,0.0,0.0,0.0,2.2779568453484353
2018-04-30,2.170081405646877,1.6616403564606945,2.8659188200169554,2.170081405646877,2.170081405646877,0.12035141297975349,0.12035141297975349,0.12035141297975349,0.12035141297975349,0.12035141297975349,0.12035141297975349,0.0,0.0,0.0,2.2904328186266305
2018-05-07,2.1703539875572027,1.6833797308687524,2.920277521450963,2.1703539875572027,2.1703539875572027,0.13399365187288306,0.13399365187288306,0.13399365187288306,0.13399365187288306,0.13399365187288306,0.13399365187288306,0.0,0.0,0.0,2.3043476394300857
2018-05-14,2.1706265694675277,1.708954267475599,2.9882497487378044,2.1706265694675277,2.1706265694675277,0.14862541523621633,0.14862541523621633,0.14862541523621633,0.14862541523621633,0.14862541523621633,0.14862541523621633,0.0,0.0,0.0,2.3192519847037443
2018-05-21,2.1708991513778533,1.7044435365046868,2.966503844643809,2.1708991513778533,2.1708991513778533,0.16096566277445157,0.16096566277445157,0.16096566277445157,0.16096566277445157,0.16096566277445157,0.16096566277445157,0.0,0.0,0.0,2.331864814152305
2018-05-28,2.171171733288178,1.7116488092369309,3.014747622358047,2.171171733288178,2.171171733288178,0.1680794666137464,0.1680794666137464,0.1680794666137464,0.1680794666137464,0.1680794666137464,0.1680794666137464,0.0,0.0,0.0,2.3392511999019243
2018-06-04,2.1714443151985034,1.6506754758736764,3.0204336177378637,2.1714443151985034,2.1714443151985034,0.16936904139169381,0.16936904139169381,0.16936904139169381,0.16936904139169381,0.16936904139169381,0.16936904139169381,0.0,0.0,0.0,2.340813356590197
2018-06-11,2.171716897108829,1.6950819891907078,2.9913389933850136,2.171716897108829,2.171716897108829,0.16592805786260068,0.16592805786260068,0.16592805786260068,0.16592805786260068,0.16592805786260068,0.16592805786260068,0.0,0.0,0.0,2.3376449549714295
2018-06-18,2.1719894790191536,1.68801477490123,3.0098610257058738,2.1719894790191536,2.1719894790191536,0.15924126599542782,0.15924126599542782,0.15924126599542782,0.15924126599542782,0.15924126599542782,0.15924126599542782,0.0,0.0,0.0,2.3312307450145813
2018-06-25,2.172262060929479,1.6481165643250042,2.9963659500839026,2.172262060929479,2.172262060929479,0.1513255542052507,0.1513255542052507,0.1513255542052507,0.1513255542052507,0.1513255542052507,0.1513255542052507,0.0,0.0,0.0,2.3235876151347297
2018-07-02,2.1725346428398042,1.6570562707392145,2.999905993336128,2.1725346428398042,2.1725346428398042,0.1453883578638667,0.1453883578638667,0.1453883578638667,0.1453883578638667,0.1453883578638667,0.1453883578638667,0.0,0.0,0.0,2.317923000703671
2018-07-09,2.1728072247501293,1.6489719929698314,3.006115678415941,2.1728072247501293,2.1728072247501293,0.14449227316387103,0.14449227316387103,0.14449227316387103,0.14449227316387103,0.14449227316387103,0.14449227316387103,0.0,0.0,0.0,2.3172994979140005
2018-07-16,2.1730798066604544,1.6721084089242504,2.9641811524330812,2.1730798066604544,2.1730798066604544,0.14830096480222305,0.14830096480222305,0.14830096480222305,0.14830096480222305,0.14830096480222305,0.14830096480222305,0.0,0.0,0.0,2.3213807714626773
2018-07-23,2.17335238857078,1.6711031418211701,2.943955829433177,2.1733523885707804,2.1733523885707804,0.1516191895404268,0.1516191895404268,0.1516191895404268,0.1516191895404268,0.1516191895404268,0.1516191895404268,0.0,0.0,0.0,2.3249715781112066
2018-07-30,2.173624970481105,1.6579520099875056,2.989793820280984,2.173624970481105,2.173624970481105,0.14782395886398184,0.14782395886398184,0.14782395886398184,0.14782395886398184,0.14782395886398184,0.14782395886398184,0.0,0.0,0.0,2.321448929345087
2018-08-06,2.17389755239143,1.672500113570908,2.9203464104493517,2.17389755239143,2.17389755239143,0.13501145306273837,0.13501145306273837,0.13501145306273837,0.13501145306273837,0.13501145306273837,0.13501145306273837,0.0,0.0,0.0,2.3089090054541686
2018-08-13,2.1741701343017557,1.6661031090110856,2.932737545599167,2.1741701343017557,2.1741701343017557,0.11864065194473328,0.11864065194473328,0.11864065194473328,0.11864065194473328,0.11864065194473328,0.11864065194473328,0.0,0.0,0.0,2.292810786246489
2018-08-20,2.1744427162120803,1.650583523658464,2.8965778693672886,2.1744427162120803,2.1744427162120803,0.10708362805780043,0.10708362805780043,0.10708362805780043,0.10708362805780043,0.10708362805780043,0.10708362805780043,0.0,0.0,0.0,2.2815263442698805
2018-08-27,2.174715298122406,1.6464707093209856,2.948428560221257,2.174715298122406,2.174715298122406,0.10378632436744824,0.10378632436744824,0.10378632436744824,0.10378632436744824,0.10378632436744824,0.10378632436744824,0.0,0.0,0.0,2.278501622489854
2018-09-03,2.174987880032731,1.6441089271883316,2.9477598304788706,2.174987880032731,2.174987880032731,0.10378811874040342,0.10378811874040342,0.10378811874040342,0.10378811874040342,0.10378811874040342,0.10378811874040342,0.0,0.0,0.0,2.2787759987731344
2018-09-10,2.175260461943056,1.6813169205195493,2.908665534276526,2.175260461943056,2.175260461943056,0.09823818815728716,0.09823818815728716,0.09823818815728716,0.09823818815728716,0.09823818815728716,0.09823818815728716,0.0,0.0,0.0,2.2734986501003434
2018-09-17,2.175533043853381,1.626648247306513,2.9104036256527293,2.175533043853381,2.175533043853381,0.0823615677404558,0.0823615677404558,0.0823615677404558,0.0823615677404558,0.0823615677404558,0.0823615677404558,0.0,0.0,0.0,2.2578946115938368
2018-09-24,2.1758056257637066,1.5310684377493946,2.88039480084099,2.1758056257637066,2.1758056257637066,0.058886729256029474,0.058886729256029474,0.058886729256029474,0.058886729256029474,0.058886729256029474,0.058886729256029474,0.0,0.0,0.0,2.234692355019736
2018-10-01,2.1760782076740313,1.5656600900230837,2.8906664929345878,2.1760782076740313,2.1760782076740313,0.03395647029099201,0.03395647029099201,0.03395647029099201,0.03395647029099201,0.03395647029099201,0.03395647029099201,0.0,0.0,0.0,2.210034677965023
2018-10-08,2.176350789584357,1.5383182884564306,2.845706958446974,2.1763507895843572,2.1763507895843572,0.010441784390811207,0.010441784390811207,0.010441784390811207,0.010441784390811207,0.010441784390811207,0.010441784390811207,0.0,0.0,0.0,2.186792573975168
2018-10-15,2.1766233714946823,1.4802919870182087,2.7727377592706515,2.1766233714946823,2.1766233714946823,-0.014176001879724537,-0.014176001879724537,-0.014176001879724537,-0.014176001879724537,-0.014176001879724537,-0.014176001879724537,0.0,0.0,0.0,2.162447369614958
2018-10-22,2.176895953405007,1.5095619953306239,2.7702847650496363,2.176895953405007,2.176895953405007,-0.0436510025975508,-0.0436510025975508,-0.0436510025975508,-0.0436510025975508,-0.0436510025975508,-0.0436510025975508,0.0,0.0,0.0,2.1332449508074562
2018-10-29,2.1771685353153325,1.4253332892370616,2.7703268485942245,2.1771685353153325,2.1771685353153325,-0.07765648589391887,-0.07765648589391887,-0.07765648589391887,-0.07765648589391887,-0.07765648589391887,-0.07765648589391887,0.0,0.0,0.0,2.0995120494214135
2018-11-05,2.1774411172256576,1.4340149318188091,2.775494279342406,2.1774411172256576,2.1774411172256576,-0.11122540691274779,-0.11122540691274779,-0.11122540691274779,-0.11122540691274779,-0.11122540691274779,-0.11122540691274779,0.0,0.0,0.0,2.06621571031291
2018-11-12,2.1777136991359827,1.402827557535814,2.645287251750471,2.1777136991359827,2.1777136991359827,-0.13931079724537762,-0.13931079724537762,-0.13931079724537762,-0.13931079724537762,-0.13931079724537762,-0.13931079724537762,0.0,0.0,0.0,2.038402901890605
2018-11-19,2.1779862810463078,1.396191173678399,2.672785449826688,2.1779862810463078,2.1779862810463078,-0.16133546879464394,-0.16133546879464394,-0.16133546879464394,-0.16133546879464394,-0.16133546879464394,-0.16133546879464394,0.0,0.0,0.0,2.016650812251664
2018-11-26,2.1782588629566333,1.3321345416965225,2.6194386138177923,2.1782588629566333,2.1782588629566333,-0.1809170285122844,-0.1809170285122844,-0.1809170285122844,-0.1809170285122844,-0.1809170285122844,-0.1809170285122844,0.0,0.0,0.0,1.997341834444349
2018-12-03,2.1785314448669584,1.2840158007621463,2.622759118381824,2.1785314448669584,2.1785314448669584,-0.20120637201471037,-0.20120637201471037,-0.20120637201471037,-0.20120637201471037,-0.20120637201471037,-0.20120637201471037,0.0,0.0,0.0,1.977325072852248
