,ds,y
1799,2020-06-29,39.22
1800,2020-07-06,39.85
1801,2020-07-13,40.44
1802,2020-07-20,40.57
1803,2020-07-27,41.34
1804,2020-08-03,40.69
1805,2020-08-10,41.57
1806,2020-08-17,42.08
1807,2020-08-24,42.73
1808,2020-08-31,42.93
1809,2020-09-07,41.84
1810,2020-09-14,37.38
1811,2020-09-21,39.55
1812,2020-09-28,39.78
1813,2020-10-05,38.99
1814,2020-10-12,40.19
1815,2020-10-19,40.33
1816,2020-10-26,40.43
1817,2020-11-02,37.32
1818,2020-11-09,37.71
1819,2020-11-16,40.66
1820,2020-11-23,41.52
1821,2020-11-30,44.4
1822,2020-12-07,45.37
1823,2020-12-14,46.04
1824,2020-12-21,47.97
1825,2020-12-28,47.73
1826,2021-01-04,47.98
1827,2021-01-11,50.09
1828,2021-01-18,52.75
1829,2021-01-25,52.82
1830,2021-02-01,52.52
1831,2021-02-08,55.39
1832,2021-02-15,58.54
1833,2021-02-22,60.17
1834,2021-03-01,62.3
1835,2021-03-08,62.29
1836,2021-03-15,65.02
1837,2021-03-22,63.22
1838,2021-03-29,59.95
1839,2021-04-05,60.66
1840,2021-04-12,59.35
1841,2021-04-19,61.93
1842,2021-04-26,62.18
1843,2021-05-03,63.47
1844,2021-05-10,65.1
1845,2021-05-17,65.07
1846,2021-05-24,64.11
1847,2021-05-31,66.4
1848,2021-06-07,68.74
1849,2021-06-14,70.11
1850,2021-06-21,71.55
1851,2021-06-28,73.48
1852,2021-07-05,74.07
1853,2021-07-12,73.35
1854,2021-07-19,73.19
1855,2021-07-26,69.68
1856,2021-08-02,72.75
1857,2021-08-09,69.5
1858,2021-08-16,68.33
